"","전용면적...","거래금액.만원.","층","건축년도","동네","동내"
"18288",101.95,"70,000",21,2012,"한솔동","7"
"18289",73.9816,"37,000",7,2015,"고운동","2"
"18290",84.8668,"45,000",24,2015,"고운동","2"
"18291",100.3699,"65,000",8,2018,"고운동","2"
"18292",59.8652,"36,500",4,2014,"고운동","2"
"18293",84.8974,"42,400",2,2015,"고운동","2"
"18294",84.986,"47,000",12,2015,"고운동","2"
"18295",59.972,"29,000",2,2015,"고운동","2"
"18296",72.497,"33,200",4,2015,"고운동","2"
"18297",72.497,"31,600",9,2015,"고운동","2"
"18298",72.497,"34,500",11,2015,"고운동","2"
"18299",84.986,"42,000",11,2015,"고운동","2"
"18300",59.8969,"41,000",13,2018,"다정동","19"
"18301",75.5531,"52,800",9,2018,"다정동","19"
"18302",59.8817,"46,500",7,2018,"다정동","19"
"18303",79.8036,"65,000",5,2017,"대평동","20"
"18304",99.992,"87,000",21,2015,"도담동","8"
"18305",100.016,"80,000",2,2015,"도담동","8"
"18306",100.016,"85,000",20,2015,"도담동","8"
"18307",99.992,"87,000",21,2015,"도담동","8"
"18308",84.9891,"59,000",19,2017,"도담동","8"
"18309",84.969,"53,000",17,2015,"도담동","8"
"18310",59.99,"43,000",20,2014,"도담동","8"
"18311",95.804,"84,900",8,2015,"도담동","8"
"18312",95.804,"81,000",9,2015,"도담동","8"
"18313",84.454,"65,000",2,2019,"반곡동","21"
"18314",59.9,"43,000",6,2019,"반곡동","21"
"18315",74.7054,"74,000",26,2017,"새롬동","18"
"18316",69.796,"51,000",18,2019,"새롬동","18"
"18317",84.9645,"64,000",8,2017,"새롬동","18"
"18318",59.9602,"39,000",1,2017,"새롬동","18"
"18319",97.994,"72,000",2,2016,"소담동","13"
"18320",97.994,"72,000",2,2016,"소담동","13"
"18321",84.6347,"58,900",8,2017,"소담동","13"
"18322",59.5,"43,000",15,2017,"소담동","13"
"18323",84.9779,"69,500",19,2016,"소담동","13"
"18324",98.227,"87,000",25,2016,"소담동","13"
"18325",84.9779,"65,300",6,2016,"소담동","13"
"18326",84.9375,"42,000",3,2014,"아름동","3"
"18327",84.9816,"33,000",2,2014,"아름동","3"
"18328",84.9816,"33,000",7,2014,"아름동","3"
"18329",84.9816,"33,000",8,2014,"아름동","3"
"18330",84.9816,"29,000",7,2014,"아름동","3"
"18331",84.9816,"33,000",15,2014,"아름동","3"
"18332",59.82,"46,000",18,2013,"어진동","4"
"18333",79.626,"12,500",8,2002,"연서면","5"
"18334",49.41,"5,000",2,1994,"전동면","16"
"18335",83.256,"13,100",6,2003,"조치원읍","6"
"18336",125.542,"20,000",4,2013,"조치원읍","6"
"18337",28.168,"3,400",4,2002,"조치원읍","6"
"18338",28.168,"3,000",12,2002,"조치원읍","6"
"18339",84.8676,"19,000",8,2008,"조치원읍","6"
"18340",84.8676,"15,900",13,2008,"조치원읍","6"
"18341",154.5474,"33,800",7,2008,"조치원읍","6"
"18342",84.728,"19,500",7,2008,"조치원읍","6"
"18343",84.728,"17,200",1,2008,"조치원읍","6"
"18344",84.8058,"21,000",13,2008,"조치원읍","6"
"18345",84.99,"14,700",1,1996,"조치원읍","6"
"18346",59.999,"12,200",4,1996,"조치원읍","6"
"18347",59.999,"12,000",7,1996,"조치원읍","6"
"18348",84.9424,"54,500",8,2014,"종촌동","1"
"18349",59.9474,"42,000",13,2014,"종촌동","1"
"18350",84.9941,"60,500",16,2015,"종촌동","1"
"18351",74.94,"41,000",6,2015,"종촌동","1"
"18352",84.994,"54,500",6,2014,"종촌동","1"
"18353",114.16,"45,000",6,2012,"한솔동","7"
"18354",101.46,"48,000",11,2012,"한솔동","7"
"18355",84.18,"42,800",7,2012,"한솔동","7"
"18356",105.6138,"68,000",13,2019,"고운동","2"
"18357",107.5986,"55,000",15,2020,"고운동","2"
"18358",59.9159,"27,700",1,2015,"고운동","2"
"18359",100.8986,"67,000",13,2018,"고운동","2"
"18360",59.9058,"33,100",4,2015,"고운동","2"
"18361",59.9058,"31,000",23,2015,"고운동","2"
"18362",74.77,"40,900",20,2015,"고운동","2"
"18363",84.986,"38,000",1,2015,"고운동","2"
"18364",59.9853,"35,800",8,2014,"고운동","2"
"18365",59.8676,"20,900",14,2000,"금남면","14"
"18366",35.1933,"11,700",8,2014,"나성동","11"
"18367",84.9675,"80,000",8,2018,"다정동","19"
"18368",84.975,"62,500",19,2018,"다정동","19"
"18369",101.7203,"75,000",14,2018,"다정동","19"
"18370",75.5531,"54,700",22,2018,"다정동","19"
"18371",75.5531,"49,500",2,2018,"다정동","19"
"18372",75.5531,"54,000",10,2018,"다정동","19"
"18373",98.7065,"66,800",2,2018,"다정동","19"
"18374",75.5847,"55,900",8,2018,"다정동","19"
"18375",59.8969,"42,000",9,2018,"다정동","19"
"18376",84.99,"51,856",15,2019,"다정동","19"
"18377",98.9888,"82,800",19,2018,"다정동","19"
"18378",84.9429,"76,000",11,2018,"대평동","20"
"18379",50.3413,"43,000",5,2017,"대평동","20"
"18380",50.3413,"44,300",8,2017,"대평동","20"
"18381",79.8036,"69,000",10,2017,"대평동","20"
"18382",98.1108,"77,500",16,2018,"대평동","20"
"18383",111.996,"109,000",13,2015,"도담동","8"
"18384",100.016,"87,000",5,2015,"도담동","8"
"18385",99.986,"84,700",7,2015,"도담동","8"
"18386",84.757,"66,000",8,2014,"도담동","8"
"18387",84.9783,"69,500",27,2017,"도담동","8"
"18388",59.98,"42,300",11,2014,"도담동","8"
"18389",59.98,"35,300",1,2014,"도담동","8"
"18390",59.97,"41,300",6,2014,"도담동","8"
"18391",51.904,"39,000",5,2019,"반곡동","21"
"18392",59.224,"48,000",9,2019,"반곡동","21"
"18393",111.9846,"85,000",15,2017,"보람동","0"
"18394",111.9846,"82,000",11,2017,"보람동","0"
"18395",59.9883,"48,000",16,2017,"보람동","0"
"18396",59.9883,"49,700",10,2017,"보람동","0"
"18397",59.9562,"49,500",24,2017,"보람동","0"
"18398",84.9895,"61,000",6,2017,"보람동","0"
"18399",84.9895,"62,700",10,2017,"보람동","0"
"18400",59.9331,"53,500",4,2017,"새롬동","18"
"18401",59.9331,"53,000",3,2017,"새롬동","18"
"18402",84.9032,"93,000",24,2017,"새롬동","18"
"18403",98.6414,"107,500",9,2017,"새롬동","18"
"18404",59.9283,"57,000",9,2017,"새롬동","18"
"18405",84.9738,"76,900",10,2017,"새롬동","18"
"18406",120.5051,"79,500",3,2017,"새롬동","18"
"18407",100.1879,"84,000",5,2017,"새롬동","18"
"18408",84.9875,"70,000",20,2017,"새롬동","18"
"18409",59.9602,"46,500",5,2017,"새롬동","18"
"18410",98.931,"72,500",2,2018,"소담동","13"
"18411",84.9917,"68,000",8,2018,"소담동","13"
"18412",59.4544,"40,000",13,2017,"소담동","13"
"18413",98.227,"87,500",15,2016,"소담동","13"
"18414",98.227,"83,500",8,2016,"소담동","13"
"18415",84.9238,"49,500",12,2014,"아름동","3"
"18416",84.9837,"48,000",18,2014,"아름동","3"
"18417",84.8568,"48,500",13,2014,"아름동","3"
"18418",84.696,"55,500",12,2015,"아름동","3"
"18419",84.9238,"49,800",7,2013,"아름동","3"
"18420",84.9375,"48,000",15,2013,"아름동","3"
"18421",84.73,"69,000",12,2013,"어진동","4"
"18422",19.3525,"10,200",3,2014,"어진동","4"
"18423",79.626,"13,000",3,2002,"연서면","5"
"18424",99.6514,"23,500",11,2013,"조치원읍","6"
"18425",121.6838,"18,500",1,2008,"조치원읍","6"
"18426",120.6371,"21,500",14,2008,"조치원읍","6"
"18427",128.9491,"29,500",9,2008,"조치원읍","6"
"18428",84.6641,"20,000",5,2008,"조치원읍","6"
"18429",84.9228,"21,000",13,2007,"조치원읍","6"
"18430",130.2173,"22,500",1,2008,"조치원읍","6"
"18431",104.6021,"20,000",7,2008,"조치원읍","6"
"18432",59.999,"12,800",12,1996,"조치원읍","6"
"18433",59.999,"13,500",16,1996,"조치원읍","6"
"18434",84.99,"16,000",16,1996,"조치원읍","6"
"18435",59.999,"12,500",2,1996,"조치원읍","6"
"18436",84.99,"15,800",21,1996,"조치원읍","6"
"18437",84.99,"14,900",7,1996,"조치원읍","6"
"18438",84.9424,"54,000",8,2014,"종촌동","1"
"18439",84.9424,"58,000",22,2014,"종촌동","1"
"18440",59.9383,"41,000",7,2014,"종촌동","1"
"18441",84.9424,"56,000",20,2014,"종촌동","1"
"18442",108.3993,"74,000",10,2014,"종촌동","1"
"18443",59.9349,"38,500",6,2014,"종촌동","1"
"18444",74.94,"37,800",3,2015,"종촌동","1"
"18445",106.76,"66,500",16,2014,"종촌동","1"
"18446",96.31,"67,300",7,2014,"종촌동","1"
"18447",84.91,"60,000",6,2011,"한솔동","7"
"18448",119.86,"79,000",20,2011,"한솔동","7"
"18449",59.15,"37,300",16,2012,"한솔동","7"
"18450",149.86,"125,000",23,2012,"한솔동","7"
"18451",114.61,"69,300",19,2012,"한솔동","7"
"18452",59.9907,"34,800",15,2016,"고운동","2"
"18453",59.9159,"35,000",10,2015,"고운동","2"
"18454",84.9931,"49,000",4,2015,"고운동","2"
"18455",72.497,"34,000",12,2015,"고운동","2"
"18456",107.698,"45,000",5,2015,"고운동","2"
"18457",28.43,"12,500",4,2016,"나성동","11"
"18458",113.9836,"89,450",16,2018,"다정동","19"
"18459",98.7065,"72,000",7,2018,"다정동","19"
"18460",75.5531,"55,000",9,2018,"다정동","19"
"18461",99.986,"86,600",9,2015,"도담동","8"
"18462",99.986,"84,400",9,2015,"도담동","8"
"18463",84.893,"69,000",18,2014,"도담동","8"
"18464",84.9783,"60,000",7,2017,"도담동","8"
"18465",84.916,"68,000",6,2014,"도담동","8"
"18466",84.946,"64,800",23,2014,"도담동","8"
"18467",84.946,"58,000",2,2014,"도담동","8"
"18468",59.9883,"50,000",19,2017,"보람동","0"
"18469",84.9925,"71,900",16,2017,"보람동","0"
"18470",110.8208,"85,900",6,2017,"보람동","0"
"18471",59.4544,"41,000",10,2017,"소담동","13"
"18472",59.5,"42,800",3,2017,"소담동","13"
"18473",74.5191,"43,900",10,2014,"아름동","3"
"18474",84.9821,"48,000",12,2014,"아름동","3"
"18475",84.757,"51,700",11,2014,"아름동","3"
"18476",84.757,"51,700",10,2014,"아름동","3"
"18477",99.6514,"24,000",13,2013,"조치원읍","6"
"18478",144.2557,"28,000",12,2006,"조치원읍","6"
"18479",114.91,"14,000",18,1996,"조치원읍","6"
"18480",84.8946,"17,500",12,2008,"조치원읍","6"
"18481",128.9491,"25,800",3,2008,"조치원읍","6"
"18482",84.9228,"22,000",9,2007,"조치원읍","6"
"18483",84.99,"14,700",5,1996,"조치원읍","6"
"18484",59.999,"12,800",2,1996,"조치원읍","6"
"18485",59.999,"12,800",8,1996,"조치원읍","6"
"18486",59.999,"13,300",15,1996,"조치원읍","6"
"18487",84.99,"15,000",9,1996,"조치원읍","6"
"18488",84.9424,"58,000",17,2014,"종촌동","1"
"18489",84.991,"54,300",9,2014,"종촌동","1"
"18490",84.991,"56,300",9,2014,"종촌동","1"
"18491",84.991,"56,000",15,2014,"종촌동","1"
"18492",84.62,"43,000",2,2012,"한솔동","7"
"18493",59.8338,"38,000",12,2015,"고운동","2"
"18494",73.713,"39,400",22,2016,"고운동","2"
"18495",84.9931,"51,000",14,2015,"고운동","2"
"18496",84.9931,"50,000",8,2015,"고운동","2"
"18497",59.972,"32,500",13,2015,"고운동","2"
"18498",72.497,"33,000",7,2015,"고운동","2"
"18499",84.986,"43,500",3,2015,"고운동","2"
"18500",43.008,"12,000",6,2000,"금남면","14"
"18501",43.008,"11,700",9,2000,"금남면","14"
"18502",84.9675,"76,700",7,2018,"다정동","19"
"18503",84.9675,"76,700",7,2018,"다정동","19"
"18504",84.9676,"64,500",8,2018,"다정동","19"
"18505",84.9576,"67,800",14,2018,"다정동","19"
"18506",84.99,"74,900",11,2019,"다정동","19"
"18507",59.8817,"48,000",5,2018,"다정동","19"
"18508",59.8817,"49,700",14,2018,"다정동","19"
"18509",59.8817,"49,700",14,2018,"다정동","19"
"18510",50.3413,"39,500",1,2017,"대평동","20"
"18511",98.1108,"85,300",11,2018,"대평동","20"
"18512",99.1844,"91,800",3,2018,"대평동","20"
"18513",99.986,"71,000",16,2015,"도담동","8"
"18514",84.9783,"63,800",12,2017,"도담동","8"
"18515",84.969,"51,000",9,2015,"도담동","8"
"18516",84.857,"59,000",5,2014,"도담동","8"
"18517",84.857,"58,000",17,2014,"도담동","8"
"18518",59.8808,"38,000",3,2015,"도담동","8"
"18519",84.89,"68,000",14,2019,"반곡동","21"
"18520",80.8021,"60,000",5,2017,"보람동","0"
"18521",98.0608,"67,000",2,2016,"보람동","0"
"18522",59.9562,"44,900",2,2017,"보람동","0"
"18523",84.9895,"64,950",22,2017,"보람동","0"
"18524",84.8892,"64,900",23,2017,"새롬동","18"
"18525",84.9434,"63,000",2,2017,"새롬동","18"
"18526",84.6347,"59,900",9,2017,"소담동","13"
"18527",75.9,"51,000",1,2017,"소담동","13"
"18528",59.92,"44,700",18,2017,"소담동","13"
"18529",84.9779,"73,000",20,2016,"소담동","13"
"18530",84.9238,"48,000",10,2014,"아름동","3"
"18531",74.5191,"42,500",11,2014,"아름동","3"
"18532",84.8568,"50,000",18,2014,"아름동","3"
"18533",84.9816,"23,540",10,2014,"아름동","3"
"18534",84.696,"54,900",10,2015,"아름동","3"
"18535",84.914,"58,000",25,2015,"아름동","3"
"18536",84.73,"69,000",10,2013,"어진동","4"
"18537",59.82,"58,000",26,2013,"어진동","4"
"18538",79.626,"13,300",4,2002,"연서면","5"
"18539",83.1,"11,300",11,1989,"조치원읍","6"
"18540",84.7067,"21,500",15,2013,"조치원읍","6"
"18541",28.168,"3,100",4,2002,"조치원읍","6"
"18542",104.9044,"25,500",3,2006,"조치원읍","6"
"18543",84.6641,"24,500",13,2008,"조치원읍","6"
"18544",84.6641,"22,800",8,2008,"조치원읍","6"
"18545",84.728,"20,500",5,2008,"조치원읍","6"
"18546",59.999,"11,500",2,1996,"조치원읍","6"
"18547",84.99,"17,000",17,1996,"조치원읍","6"
"18548",84.99,"15,200",1,1996,"조치원읍","6"
"18549",84.9424,"56,500",13,2014,"종촌동","1"
"18550",84.9941,"51,900",4,2015,"종촌동","1"
"18551",84.95,"53,000",24,2015,"종촌동","1"
"18552",74.94,"41,000",4,2015,"종촌동","1"
"18553",49.62,"13,955",3,2011,"한솔동","7"
"18554",84.9895,"49,000",21,2015,"고운동","2"
"18555",84.9895,"47,700",5,2015,"고운동","2"
"18556",59.9159,"32,000",2,2015,"고운동","2"
"18557",59.994,"31,000",8,2015,"고운동","2"
"18558",59.8969,"43,000",13,2018,"다정동","19"
"18559",59.978,"49,000",12,2018,"다정동","19"
"18560",99.992,"87,500",24,2015,"도담동","8"
"18561",84.757,"61,000",1,2014,"도담동","8"
"18562",84.928,"66,000",12,2014,"도담동","8"
"18563",111.9846,"80,000",14,2017,"보람동","0"
"18564",59.9883,"49,500",22,2017,"보람동","0"
"18565",84.9895,"62,500",16,2017,"보람동","0"
"18566",84.7813,"75,000",3,2017,"새롬동","18"
"18567",84.9645,"65,300",15,2017,"새롬동","18"
"18568",84.9645,"65,300",15,2017,"새롬동","18"
"18569",101.8063,"72,000",2,2017,"새롬동","18"
"18570",59.9602,"44,900",5,2017,"새롬동","18"
"18571",84.9518,"63,500",10,2017,"새롬동","18"
"18572",59.4544,"39,500",7,2017,"소담동","13"
"18573",64.5,"45,000",7,2017,"소담동","13"
"18574",84.9837,"46,000",9,2014,"아름동","3"
"18575",84.9968,"50,500",8,2015,"아름동","3"
"18576",83.256,"12,400",3,2003,"조치원읍","6"
"18577",84.9228,"23,800",10,2006,"조치원읍","6"
"18578",49.29,"12,000",14,1999,"조치원읍","6"
"18579",151.659,"42,500",12,2008,"조치원읍","6"
"18580",84.98,"12,200",2,1996,"조치원읍","6"
"18581",84.6641,"27,000",4,2008,"조치원읍","6"
"18582",84.99,"16,500",13,1996,"조치원읍","6"
"18583",84.99,"15,500",2,1996,"조치원읍","6"
"18584",84.99,"15,800",3,1996,"조치원읍","6"
"18585",84.99,"15,000",3,1996,"조치원읍","6"
"18586",59.999,"12,500",6,1996,"조치원읍","6"
"18587",59.9383,"41,000",19,2014,"종촌동","1"
"18588",84.95,"49,000",25,2015,"종촌동","1"
"18589",84.95,"47,500",24,2015,"종촌동","1"
"18590",84.994,"60,000",21,2014,"종촌동","1"
"18591",106.76,"66,000",23,2014,"종촌동","1"
"18592",84.814,"60,000",21,2014,"종촌동","1"
"18593",49.62,"24,700",13,2011,"한솔동","7"
"18594",114.61,"69,700",19,2012,"한솔동","7"
"18595",59.9907,"32,950",24,2016,"고운동","2"
"18596",73.713,"39,800",10,2016,"고운동","2"
"18597",84.9894,"47,500",5,2015,"고운동","2"
"18598",84.9491,"50,000",5,2014,"고운동","2"
"18599",84.9893,"47,000",1,2014,"고운동","2"
"18600",84.9491,"50,000",5,2014,"고운동","2"
"18601",84.986,"42,000",9,2015,"고운동","2"
"18602",72.497,"33,700",3,2015,"고운동","2"
"18603",72.497,"32,000",5,2015,"고운동","2"
"18604",84.986,"45,000",11,2015,"고운동","2"
"18605",59.9853,"34,500",12,2014,"고운동","2"
"18606",59.8676,"21,000",7,2000,"금남면","14"
"18607",59.8676,"22,000",7,2000,"금남면","14"
"18608",101.8347,"83,500",8,2018,"다정동","19"
"18609",59.1683,"51,100",9,2018,"다정동","19"
"18610",84.975,"63,800",25,2018,"다정동","19"
"18611",84.9576,"65,500",11,2018,"다정동","19"
"18612",75.4773,"49,500",3,2018,"다정동","19"
"18613",75.5531,"55,000",24,2018,"다정동","19"
"18614",84.9837,"68,900",12,2018,"다정동","19"
"18615",84.9078,"82,300",22,2018,"대평동","20"
"18616",84.9429,"81,000",17,2018,"대평동","20"
"18617",98.1108,"85,000",10,2018,"대평동","20"
"18618",111.996,"103,000",5,2015,"도담동","8"
"18619",84.945,"55,700",11,2015,"도담동","8"
"18620",84.9783,"59,500",8,2017,"도담동","8"
"18621",59.97,"42,000",13,2014,"도담동","8"
"18622",59.97,"41,000",7,2014,"도담동","8"
"18623",95.804,"85,500",16,2015,"도담동","8"
"18624",59.9973,"45,000",4,2015,"도담동","8"
"18625",59.8808,"43,500",14,2015,"도담동","8"
"18626",84.916,"69,000",7,2014,"도담동","8"
"18627",80.8021,"62,800",8,2017,"보람동","0"
"18628",59.9883,"52,000",9,2017,"보람동","0"
"18629",59.9331,"57,800",8,2017,"새롬동","18"
"18630",84.9645,"68,500",28,2017,"새롬동","18"
"18631",59.9602,"46,500",5,2017,"새롬동","18"
"18632",59.9539,"41,400",1,2017,"새롬동","18"
"18633",59.9602,"40,700",1,2017,"새롬동","18"
"18634",59.9602,"50,000",4,2017,"새롬동","18"
"18635",101.8063,"79,800",15,2017,"새롬동","18"
"18636",84.9917,"70,000",9,2018,"소담동","13"
"18637",59.4544,"42,000",4,2017,"소담동","13"
"18638",59.4544,"42,000",4,2017,"소담동","13"
"18639",59.95,"46,000",25,2017,"소담동","13"
"18640",59.95,"45,000",19,2017,"소담동","13"
"18641",84.9779,"75,000",24,2016,"소담동","13"
"18642",84.9539,"50,000",24,2014,"아름동","3"
"18643",84.8568,"49,800",15,2014,"아름동","3"
"18644",84.9816,"43,000",1,2014,"아름동","3"
"18645",84.696,"53,000",11,2015,"아름동","3"
"18646",71.484,"44,400",3,2015,"아름동","3"
"18647",84.914,"62,500",26,2015,"아름동","3"
"18648",84.9727,"51,000",15,2013,"아름동","3"
"18649",84.73,"64,800",4,2013,"어진동","4"
"18650",84.73,"64,800",4,2013,"어진동","4"
"18651",84.73,"56,500",1,2013,"어진동","4"
"18652",59.858,"11,000",7,2002,"연서면","5"
"18653",84.99,"13,400",4,1992,"조치원읍","6"
"18654",125.542,"26,000",5,2013,"조치원읍","6"
"18655",103.2294,"24,500",11,2013,"조치원읍","6"
"18656",103.2294,"22,500",3,2013,"조치원읍","6"
"18657",99.6514,"23,500",18,2013,"조치원읍","6"
"18658",125.7081,"28,000",12,2013,"조치원읍","6"
"18659",126.6976,"26,900",2,2006,"조치원읍","6"
"18660",59.99,"13,500",14,1999,"조치원읍","6"
"18661",49.29,"12,850",9,1999,"조치원읍","6"
"18662",118.198,"31,000",18,2008,"조치원읍","6"
"18663",84.976,"25,000",3,2008,"조치원읍","6"
"18664",118.198,"31,000",18,2008,"조치원읍","6"
"18665",118.198,"31,700",1,2008,"조치원읍","6"
"18666",118.198,"34,500",17,2008,"조치원읍","6"
"18667",72.81,"9,000",6,1991,"조치원읍","6"
"18668",84.93,"12,400",13,1991,"조치원읍","6"
"18669",84.8946,"18,700",7,2008,"조치원읍","6"
"18670",157.227,"30,000",14,2008,"조치원읍","6"
"18671",84.6641,"23,000",8,2008,"조치원읍","6"
"18672",84.6641,"20,000",3,2008,"조치원읍","6"
"18673",84.9228,"21,000",13,2007,"조치원읍","6"
"18674",84.728,"20,500",5,2008,"조치원읍","6"
"18675",131.5834,"24,500",7,2008,"조치원읍","6"
"18676",59.999,"13,500",8,1996,"조치원읍","6"
"18677",84.9424,"57,000",21,2014,"종촌동","1"
"18678",106.76,"79,500",20,2015,"종촌동","1"
"18679",84.94,"44,000",1,2015,"종촌동","1"
"18680",84.99,"50,000",25,2015,"종촌동","1"
"18681",59.83,"42,500",6,2011,"한솔동","7"
"18682",59.95,"37,500",14,2012,"한솔동","7"
"18683",84.08,"49,000",24,2012,"한솔동","7"
"18684",59.1,"37,500",7,2012,"한솔동","7"
"18685",59.1,"37,500",7,2012,"한솔동","7"
"18686",59.994,"28,700",1,2015,"고운동","2"
"18687",84.986,"38,000",2,2015,"고운동","2"
"18688",59.9853,"31,500",2,2014,"고운동","2"
"18689",59.9853,"35,500",14,2014,"고운동","2"
"18690",100.016,"79,300",3,2015,"도담동","8"
"18691",99.986,"89,900",23,2015,"도담동","8"
"18692",84.893,"72,700",18,2014,"도담동","8"
"18693",84.9891,"64,700",19,2017,"도담동","8"
"18694",59.9883,"49,000",7,2017,"보람동","0"
"18695",84.9895,"65,500",24,2017,"보람동","0"
"18696",97.994,"82,000",21,2016,"소담동","13"
"18697",59.5,"44,700",10,2017,"소담동","13"
"18698",98.227,"81,700",6,2016,"소담동","13"
"18699",98.227,"81,700",6,2016,"소담동","13"
"18700",101.9478,"61,500",5,2014,"아름동","3"
"18701",59.9789,"42,500",14,2015,"아름동","3"
"18702",59.9789,"42,500",14,2015,"아름동","3"
"18703",84.757,"49,000",2,2014,"아름동","3"
"18704",83.256,"12,300",11,2003,"조치원읍","6"
"18705",39.3,"6,600",2,1989,"조치원읍","6"
"18706",84.7067,"20,800",9,2013,"조치원읍","6"
"18707",125.542,"27,300",5,2013,"조치원읍","6"
"18708",99.6514,"23,500",13,2013,"조치원읍","6"
"18709",84.84,"15,800",17,1999,"조치원읍","6"
"18710",84.84,"15,800",17,1999,"조치원읍","6"
"18711",121.6838,"22,000",12,2008,"조치원읍","6"
"18712",84.6641,"21,900",9,2008,"조치원읍","6"
"18713",84.99,"20,000",9,1996,"조치원읍","6"
"18714",84.9893,"50,000",14,2014,"종촌동","1"
"18715",84.11,"54,000",12,2012,"한솔동","7"
"18716",59.15,"35,000",10,2012,"한솔동","7"
"18717",59.9159,"29,850",4,2015,"고운동","2"
"18718",74.77,"42,000",18,2015,"고운동","2"
"18719",59.8676,"18,500",2,2000,"금남면","14"
"18720",25.4551,"10,600",8,2015,"나성동","11"
"18721",28.127,"11,000",5,2018,"나성동","11"
"18722",28.127,"11,000",5,2018,"나성동","11"
"18723",108.9782,"93,500",4,2018,"다정동","19"
"18724",59.9643,"42,000",1,2018,"다정동","19"
"18725",99.1844,"97,000",14,2018,"대평동","20"
"18726",99.992,"80,200",26,2015,"도담동","8"
"18727",84.9783,"61,800",8,2017,"도담동","8"
"18728",84.857,"59,000",6,2014,"도담동","8"
"18729",95.804,"82,000",7,2015,"도담동","8"
"18730",102.6287,"99,000",4,2019,"반곡동","21"
"18731",102.6287,"115,500",9,2019,"반곡동","21"
"18732",98.0608,"73,000",6,2016,"보람동","0"
"18733",59.9883,"49,000",16,2017,"보람동","0"
"18734",100.9214,"73,900",8,2017,"새롬동","18"
"18735",100.9214,"73,900",8,2017,"새롬동","18"
"18736",59.4544,"43,000",12,2017,"소담동","13"
"18737",59.4544,"39,000",6,2017,"소담동","13"
"18738",59.95,"39,500",2,2017,"소담동","13"
"18739",59.95,"39,500",2,2017,"소담동","13"
"18740",84.9899,"50,000",21,2015,"아름동","3"
"18741",18.0325,"10,400",15,2014,"어진동","4"
"18742",19.8015,"10,400",5,2014,"어진동","4"
"18743",18.0325,"10,300",4,2014,"어진동","4"
"18744",39.69,"6,300",4,1989,"조치원읍","6"
"18745",125.542,"24,000",1,2013,"조치원읍","6"
"18746",84.8375,"18,400",2,2008,"조치원읍","6"
"18747",84.877,"19,000",7,2008,"조치원읍","6"
"18748",84.6641,"21,000",3,2008,"조치원읍","6"
"18749",131.5834,"23,000",3,2008,"조치원읍","6"
"18750",59.999,"11,000",1,1996,"조치원읍","6"
"18751",59.9316,"41,800",8,2013,"종촌동","1"
"18752",74.98,"39,700",9,2015,"종촌동","1"
"18753",84.994,"57,750",22,2014,"종촌동","1"
"18754",114.61,"63,000",2,2012,"한솔동","7"
"18755",73.713,"39,500",6,2016,"고운동","2"
"18756",84.606,"44,000",23,2015,"고운동","2"
"18757",100.8986,"63,500",13,2018,"고운동","2"
"18758",84.6583,"49,500",13,2015,"고운동","2"
"18759",59.972,"28,800",1,2015,"고운동","2"
"18760",24.4951,"9,500",5,2015,"나성동","11"
"18761",22.09,"9,800",5,2017,"나성동","11"
"18762",75.5531,"50,800",2,2018,"다정동","19"
"18763",97.5713,"74,000",17,2018,"다정동","19"
"18764",99.992,"87,000",8,2015,"도담동","8"
"18765",84.96,"57,000",22,2014,"도담동","8"
"18766",84.98,"54,500",2,2014,"도담동","8"
"18767",45.98,"30,000",2,2014,"도담동","8"
"18768",19.1676,"9,700",5,2014,"도담동","8"
"18769",59.224,"47,000",12,2019,"반곡동","21"
"18770",111.9846,"74,000",8,2017,"보람동","0"
"18771",59.9883,"48,000",4,2017,"보람동","0"
"18772",84.9383,"72,500",8,2017,"보람동","0"
"18773",59.9283,"59,000",6,2017,"새롬동","18"
"18774",84.9645,"70,400",25,2017,"새롬동","18"
"18775",84.9989,"72,000",27,2016,"소담동","13"
"18776",84.6347,"63,000",12,2017,"소담동","13"
"18777",75.9,"61,800",6,2017,"소담동","13"
"18778",84.9375,"50,000",18,2014,"아름동","3"
"18779",84.9539,"50,000",17,2014,"아름동","3"
"18780",84.9821,"49,500",28,2014,"아름동","3"
"18781",84.9375,"48,000",8,2013,"아름동","3"
"18782",84.99,"12,500",13,1992,"조치원읍","6"
"18783",83.256,"12,250",11,2003,"조치원읍","6"
"18784",46.68,"8,200",1,1989,"조치원읍","6"
"18785",39.3,"7,300",5,1989,"조치원읍","6"
"18786",59.64,"5,300",6,1991,"조치원읍","6"
"18787",144.2557,"30,000",6,2006,"조치원읍","6"
"18788",59.99,"13,700",2,1999,"조치원읍","6"
"18789",59.99,"13,700",2,1999,"조치원읍","6"
"18790",114.91,"14,700",11,1996,"조치원읍","6"
"18791",120.6371,"20,000",5,2008,"조치원읍","6"
"18792",120.6371,"21,000",6,2008,"조치원읍","6"
"18793",128.9491,"27,800",2,2008,"조치원읍","6"
"18794",59.999,"11,500",1,1996,"조치원읍","6"
"18795",59.999,"12,500",5,1996,"조치원읍","6"
"18796",59.999,"14,000",4,1996,"조치원읍","6"
"18797",59.999,"12,000",1,1996,"조치원읍","6"
"18798",84.99,"16,000",6,1996,"조치원읍","6"
"18799",59.999,"13,800",15,1996,"조치원읍","6"
"18800",84.9941,"60,000",16,2015,"종촌동","1"
"18801",84.994,"55,000",6,2014,"종촌동","1"
